#,Título
273,"GREATEST OUTCAST"
274,"Gun-Ota ga Mahou Sekai ni Tensei shitara, Gendai Heiki de Guntai Harem wo Tsukucchaimashita!?"
275,"HÁBLAME"
276,"Hachi-nan tte Sore wa Nai deshou!"
277,"Hahri's Sexy Star"
278,"Hajimete no Gal"
279,"Quiero Verte Avergonzada"
280,"Half & Half "
281,"Hana Haru"
282,"Hataraku Maousama- High School"
283,"Hazure Skill “Gacha” de Tsuihō sa Reta Ore wa, Wagamama Osananajimi o Zetsuen Shi Kakusei Suru"
284,"Hazure Skill ""Kage ga Usui"" o Motsu Guild Shokuin ga, Jitsuha Densetsu no Ansatsusha"
285,"Hazure Waku no Joutai Ijou Skill de Saikyou ni Natta Ore ga Subete wo Juurin Suru made"
286,"Helck"
287,"Hell Mode: Yarikomi Suki no Gamer wa Hai-settei no Isekai de Musou suru - Hajimari no Shoukanshi"
288,"Henkyou Gurashi no Maou, Tensei shite Saikyou no Majutsushi ni naru"
289,"Gedou Tenisha no Harem Dungeon Seisakuki"
290,"Genjitsushugi Yuusha no Oukoku Saikenki"
291,"Gestión de las relaciones laborales"
292,"Gleipnir"
293,"Dios de las artes marciales"
294,"Asesino de nivel dios, soy la Sombra"
295,"Good Reaper"
296,"Goshujinsama to Yuku Isekai Survival!"
297,"GREATEST OUTCAST"
298,"Gun-Ota ga Mahou Sekai ni Tensei shitara, Gendai Heiki de Guntai Harem wo Tsukucchaimashita!?"
299,"HÁBLAME"
300,"Hachi-nan tte Sore wa Nai deshou!"
301,"Hahri's Sexy Star"
302,"Hajimete no Gal"
303,"Quiero Verte Avergonzada"
304,"Half & Half "
305,"Hana Haru"
306,"Hataraku Maousama- High School"
307,"Hazure Skill “Gacha” de Tsuihō sa Reta Ore wa, Wagamama Osananajimi o Zetsuen Shi Kakusei Suru"
308,"Hazure Skill ""Kage ga Usui"" o Motsu Guild Shokuin ga, Jitsuha Densetsu no Ansatsusha"
309,"Hazure Waku no Joutai Ijou Skill de Saikyou ni Natta Ore ga Subete wo Juurin Suru made"
310,"Helck"
311,"Hell Mode: Yarikomi Suki no Gamer wa Hai-settei no Isekai de Musou suru - Hajimari no Shoukanshi"
312,"Henkyou Gurashi no Maou, Tensei shite Saikyou no Majutsushi ni naru"
313,"¿Héroe? Lo deje hace mucho tiempo"
314,"Héroe x Reina Demonio"
315," Hige Wo Soru. Soshite Joshikosei Wo Hirou"
316,"High School DxD"
317,"Hime kishi-sama no himo"
318,"Hiraheishi wa Kako wo Yumemiru"
319,"Hitoribocchi no Isekai Kouryaku"
320,"Hitorijime - Choukyou Ganbou"
321,"Hokenshitsu no otaku onee-san wa Suki desu ka? "
322,"HOLY ANCESTOR"
323,"Horimiya"
324,"El hijo menor del renombrado clan mágico"
325,"El protagonista es un villano"
326,"I Have a Mansion in the Post-apocalyptic World"
327,"I have an SSS-rank Trait, but I want a Normal Life"
328,"Tengo novias gemelas"
329,"I Massage My Little Sister Every Night "
330,"Domestiqué al protagonista masculino que intentó matarme"
331,"Llevare a esta familia a la grandeza"
332,"Soy un magnate en el Otro Mundo"
333,"Ella es la hija perdida del emperador"
334,"ib: Instant Bullet"
335,"Ijjiranaide, Nagatoro-san"
336,"Ikiteru Dake de Erai! tte Haine-san ga Iu kara"
337,"¿Héroe? Lo deje hace mucho tiempo"
338,"Héroe x Reina Demonio"
339," Hige Wo Soru. Soshite Joshikosei Wo Hirou"
340,"High School DxD"
341,"Hime kishi-sama no himo"
342,"Hiraheishi wa Kako wo Yumemiru"
343,"Hitoribocchi no Isekai Kouryaku"
344,"Hitorijime - Choukyou Ganbou"
345,"Hokenshitsu no otaku onee-san wa Suki desu ka? "
346,"HOLY ANCESTOR"
347,"Horimiya"
348,"El hijo menor del renombrado clan mágico"
349,"El protagonista es un villano"
350,"I Have a Mansion in the Post-apocalyptic World"
351,"I have an SSS-rank Trait, but I want a Normal Life"
352,"Tengo novias gemelas"
353,"I Massage My Little Sister Every Night "
354,"Domestiqué al protagonista masculino que intentó matarme"
355,"Llevare a esta familia a la grandeza"
356,"Soy un magnate en el Otro Mundo"
357,"Ella es la hija perdida del emperador"
358,"ib: Instant Bullet"
359,"Ijjiranaide, Nagatoro-san"
360,"Ikiteru Dake de Erai! tte Haine-san ga Iu kara"
361,"Immortal Swordsman in The Feminist World"
362,"Isekai Cheat Magician"
363,"Isekai Craft Gurashi: Jiyu Kimama na Seisan Shoku no Honobono Slow Life"
364,"Isekai de Cheat Skill wo te ni Shita ore wa, Genjitsu Sekai wo mo Musou Suru ~Level Up wa Jinsei wo Kaeta~"
365,"Isekai de Saikyou Maou no Kodomo-tachi Juunin no Mama ni nacchaimashita"
366,"Isekai de Te ni Ireta"
367,"Isekai Kaeri No Daikenja-sama Wa Sore Demo Kossori Kurashite Iru Tsumori Desu"
368,"Isekai Kaeri no Yuusha ga Gendai Saikyou!"
369,"ISEKAI KENKOKUKI"
370,"Isekai Mahou wa Okureteru!"
371,"Isekai Maou to Shoukan Shoujo no Dorei Majutsu"
372,"Isekai Meikyuu de Harem wo"
373,"Sekai no hime to no koi bakuchi ni, jinrui no sonbo ga kakattemasu"
374,"Isekai Nonbiri Nouka"
375,"Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem"
376,"Isekai Shoukan wa Nidome Desu"
377,"Isekai Tensei... Saretenee!"
378,"Isekai Tensei de Kenja ni Natte Boukensha Seikatsu"
379," Itsudemo Jitaku Ni Kaerareru Ore Wa, Isekai De Gyoushounin O Hajimemashita"
380,"El legendario hijo menor de la casa del marqués"
381,"Jimiko wa Igai ni Ero Katta "
382,"Jimina Ken Sei wa Sore Demo Saikyoudesu"
383,"Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?"
384,"Jitsu wa Ore, Saikyou deshita?"
385,"Immortal Swordsman in The Feminist World"
386,"Isekai Cheat Magician"
387,"Isekai Craft Gurashi: Jiyu Kimama na Seisan Shoku no Honobono Slow Life"
388,"Isekai de Cheat Skill wo te ni Shita ore wa, Genjitsu Sekai wo mo Musou Suru ~Level Up wa Jinsei wo Kaeta~"
389,"Isekai de Saikyou Maou no Kodomo-tachi Juunin no Mama ni nacchaimashita"
390,"Isekai de Te ni Ireta"
391,"Isekai Kaeri No Daikenja-sama Wa Sore Demo Kossori Kurashite Iru Tsumori Desu"
392,"Isekai Kaeri no Yuusha ga Gendai Saikyou!"
393,"ISEKAI KENKOKUKI"
394,"Isekai Mahou wa Okureteru!"
395,"Isekai Maou to Shoukan Shoujo no Dorei Majutsu"
396,"Isekai Meikyuu de Harem wo"
397,"Sekai no hime to no koi bakuchi ni, jinrui no sonbo ga kakattemasu"
398,"Isekai Nonbiri Nouka"
399,"Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem"
400,"Isekai Shoukan wa Nidome Desu"
401,"Isekai Tensei... Saretenee!"
402,"Isekai Tensei de Kenja ni Natte Boukensha Seikatsu"
403," Itsudemo Jitaku Ni Kaerareru Ore Wa, Isekai De Gyoushounin O Hajimemashita"
404,"El legendario hijo menor de la casa del marqués"
405,"Jimiko wa Igai ni Ero Katta "
406,"Jimina Ken Sei wa Sore Demo Saikyoudesu"
407,"Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?"
408,"Jitsu wa Ore, Saikyou deshita?"
409,"El Enjambre De Su Majestad"
410,"Joshi Ochi!!"
411,"Jugador número 1"
412,"Jujutsu Kaisen"
413,"Kaettekita Moto Yuusha"
414,"Shadow Hero's Daily Life"
415,"Kage no Jitsuryokusha ni Naritakute!"
416,"Kaifuku Jutsushi no Yarinaoshi"
417,"Kaiju No. 8"
418,"Kami-tachi ni Hirowareta Otoko"
419,"Kanchigai No Atelier Master"
420,"Mi novia me engañó con un senpai, así que yo la engaño con su novia"
421,"Kanojo, Okarishimasu"
422,"Extra por tiempo limitado"
423,"Katainaka no Ossan, Kensei ni Naru～tada no inaka no kenjutsu shihan datta no ni, taisei shita deshi-tachi ga ore wo hottekurenai ken～"
424,"Katekyo Hitman Reborn!"
425,"Kawaii Joushi wo Komarasetai"
426,"Kekkaishi e no Tensei"
427,"Kekkon Yubiwa Monogatari"
428,"Kenja no Mago"
429,"Kill the hero"
430,"Kiriwo Terrible"
431,"Kiwameta Renkinjutsu ni, Fukanou Hanai"
432,"Una voz Silenciosa"
433,"El Enjambre De Su Majestad"
434,"Joshi Ochi!!"
435,"Jugador número 1"
436,"Jujutsu Kaisen"
437,"Kaettekita Moto Yuusha"
438,"Shadow Hero's Daily Life"
439,"Kage no Jitsuryokusha ni Naritakute!"
440,"Kaifuku Jutsushi no Yarinaoshi"
441,"Kaiju No. 8"
442,"Kami-tachi ni Hirowareta Otoko"
443,"Kanchigai No Atelier Master"
444,"Mi novia me engañó con un senpai, así que yo la engaño con su novia"
445,"Kanojo, Okarishimasu"
446,"Extra por tiempo limitado"
447,"Katainaka no Ossan, Kensei ni Naru～tada no inaka no kenjutsu shihan datta no ni, taisei shita deshi-tachi ga ore wo hottekurenai ken～"
448,"Katekyo Hitman Reborn!"
449,"Kawaii Joushi wo Komarasetai"
450,"Kekkaishi e no Tensei"
451,"Kekkon Yubiwa Monogatari"
452,"Kenja no Mago"
453,"Kill the hero"
454,"Kiriwo Terrible"
455,"Kiwameta Renkinjutsu ni, Fukanou Hanai"
456,"Una voz Silenciosa"
457,"10 Años Después de Decirle a mis Camaradas ""Déjenmelo a Mí y Regresen Primero"", Me Convertí en Una Leyenda."
458,"Konjiki no Word Master: Yuusha Yonin ni Makikomareta Unique Cheat "
459,"Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugir"
460,"Kogeki Ryoku Kyoku Buri No Saikyo Majutsu Shi Kinryoku Chi 9999 No Daiken Shi, Tensei Shite Ni Dome No Jinsei Wo Ayumu"
461,"Kujibiki Tokushou Musou Harem-Ken"
462,"Cuando levanté la barrera más fuerte del país, se volvió demasiado pacífico y me desterraron. ¿Sabían que esa barrera no es permanente, verdad?"
463,"Kuro no Maou"
464,"Kuro no Shoukanshi"
465,"Kuro no Souzou Shoukanshi - Tenseisha no Hangyaku "
466,"Saint Of Black Kite~ The Banished Healer Masters Dark Magic With Abundant Magical Power"
467,"Kusunoki-san wa Koukou Debut ni Shippaishiteiru"
468,"Trash of the Count's Family"
469,"LA CHICA COSTURERA"
470,"EL ÚNICO FINAL DE LA VILLANA ES LA MUERTE"
471,"The Twin Siblings' New Life"
472,"La princesa imperial que salió del basurero"
473,"La Princesa más Joven"
474,"The Scholar's Reincarnation"
475,"La Reina del Espectáculo"
476,"The Imprisioned Saint Goes Wild at Night"
477,"La señora de la casa fue mi profesora"
478,"La vecina de al lado"
479,"La Vida Después de la Muerte"
480,"La Villana Condenada Regresa en el Tiempo para convertirse en la Villana Perfecta"
481,"10 Años Después de Decirle a mis Camaradas ""Déjenmelo a Mí y Regresen Primero"", Me Convertí en Una Leyenda."
482,"Konjiki no Word Master: Yuusha Yonin ni Makikomareta Unique Cheat "
483,"Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugir"
484,"Kogeki Ryoku Kyoku Buri No Saikyo Majutsu Shi Kinryoku Chi 9999 No Daiken Shi, Tensei Shite Ni Dome No Jinsei Wo Ayumu"
485,"Kujibiki Tokushou Musou Harem-Ken"
486,"Cuando levanté la barrera más fuerte del país, se volvió demasiado pacífico y me desterraron. ¿Sabían que esa barrera no es permanente, verdad?"
487,"Kuro no Maou"
488,"Kuro no Shoukanshi"
489,"Kuro no Souzou Shoukanshi - Tenseisha no Hangyaku "
490,"Saint Of Black Kite~ The Banished Healer Masters Dark Magic With Abundant Magical Power"
491,"Kusunoki-san wa Koukou Debut ni Shippaishiteiru"
492,"Trash of the Count's Family"
493,"LA CHICA COSTURERA"
494,"EL ÚNICO FINAL DE LA VILLANA ES LA MUERTE"
495,"The Twin Siblings' New Life"
496,"La princesa imperial que salió del basurero"
497,"La Princesa más Joven"
498,"The Scholar's Reincarnation"
499,"La Reina del Espectáculo"
500,"The Imprisioned Saint Goes Wild at Night"
501,"La señora de la casa fue mi profesora"
502,"La vecina de al lado"
503,"La Vida Después de la Muerte"
504,"La Villana Condenada Regresa en el Tiempo para convertirse en la Villana Perfecta"
505,"La villana hoy también se divierte"
506,"LA VILLANA RETROCEDE EL RELOJ DE ARENA"
507,"LA VILLANA VIVE DOS VECES "
508,"La dama bebé "
509,"Legend of Immortals"
510,"Level 1 no Saikyou kenja ~Noroi de sai kakyuu mahou shika tsukaenaikedo, kami no kanchigai de mugen no maryoku o te ni ire saikyou ni~"
511,"Level Drain -Zettai Musou no Boukensha-"
512,"Nivelación al máximo"
513,"Ley de la Reencarnación"
514,"Lilia Embarazada El Fin del Mundo"
515,"Lilith's Cord"
516,"Little Girl 2: My Teacher"
517,"Llevando a casa una medio súcubo"
518,"Para ayudarte a entender lo que significa ser tú"
519,"Long Fu Zhi Wangdao Tianxia"
520,"El caballero ya no sigue el dinero ciegamente"
521,"Lust Awakening"
522,"Lv2 kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life"
523,"Ichi el brujo"
524,"Magi Craft Meister"
525,"Magi: The Labyrinth of Magic"
526,"Mairimashita! Iruma-kun"
527,"Enamora al Exorcista"
528,"Maken Tsukai no Moto Shounen Hei wa, Moto Teki Kanbu no Onee-san to Issho ni Ikitai "
529,"La villana hoy también se divierte"
530,"LA VILLANA RETROCEDE EL RELOJ DE ARENA"
531,"LA VILLANA VIVE DOS VECES "
532,"La dama bebé "
533,"Legend of Immortals"
534,"Level 1 no Saikyou kenja ~Noroi de sai kakyuu mahou shika tsukaenaikedo, kami no kanchigai de mugen no maryoku o te ni ire saikyou ni~"
535,"Level Drain -Zettai Musou no Boukensha-"
536,"Nivelación al máximo"
537,"Ley de la Reencarnación"
538,"Lilia Embarazada El Fin del Mundo"
539,"Lilith's Cord"
540,"Little Girl 2: My Teacher"
541,"Llevando a casa una medio súcubo"
542,"Para ayudarte a entender lo que significa ser tú"
543,"Long Fu Zhi Wangdao Tianxia"
544,"El caballero ya no sigue el dinero ciegamente"
545,"Lust Awakening"
546,"Lv2 kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life"
547,"Ichi el brujo"
548,"Magi Craft Meister"
549,"Magi: The Labyrinth of Magic"
550,"Mairimashita! Iruma-kun"
551,"Enamora al Exorcista"
552,"Maken Tsukai no Moto Shounen Hei wa, Moto Teki Kanbu no Onee-san to Issho ni Ikitai "
553,"Malos pensamientos"
554,"Soy el Rey Demonio. Me volví a casar con la madre de una heroína, así que ella se convirtió en mi hijastra"
555,"MAOU NI NATTA NODE, DUNGEON TSUKUTTE JINGAI MUSUME TO HONOBONO SURU"
556,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?"
557,"MAOU-SAMA NO MACHIZUKURI! SAIKYOU NO DANJON WA KINDAI TOSHI"
